,LOCATION,TIME,Value
1932,SVK,2014-Q4,12.5
1933,SVK,2015-Q1,12.2
1934,SVK,2015-Q2,11.6
1935,SVK,2015-Q3,11.3
1936,SVK,2015-Q4,10.83333
1937,SVK,2016-Q1,10.33333
1938,SVK,2016-Q2,9.866667
1939,SVK,2016-Q3,9.5
1940,SVK,2016-Q4,9.033334
1941,SVK,2017-Q1,8.633333
1942,SVK,2017-Q2,8.3
1943,SVK,2017-Q3,7.9
1944,SVK,2017-Q4,7.6
1945,SVK,2018-Q1,7.133333
1946,SVK,2018-Q2,6.7
1947,SVK,2018-Q3,6.3333330000000005
1948,SVK,2018-Q4,6.0
1949,SVK,2019-Q1,5.866667
1950,SVK,2019-Q2,5.766667
1951,SVK,2019-Q3,5.766667
1952,SVK,2019-Q4,5.633333
1953,SVK,2020-Q1,6.0
1954,SVK,2020-Q2,6.5
1955,ESP,2000-Q1,12.46667
1956,ESP,2000-Q2,11.93333
1957,ESP,2000-Q3,11.8
1958,ESP,2000-Q4,11.46667
1959,ESP,2001-Q1,10.66667
1960,ESP,2001-Q2,10.5
1961,ESP,2001-Q3,10.53333
1962,ESP,2001-Q4,10.6
1963,ESP,2002-Q1,11.26667
1964,ESP,2002-Q2,11.26667
1965,ESP,2002-Q3,11.73333
1966,ESP,2002-Q4,11.6
1967,ESP,2003-Q1,11.66667
1968,ESP,2003-Q2,11.4
1969,ESP,2003-Q3,11.53333
1970,ESP,2003-Q4,11.36667
1971,ESP,2004-Q1,11.2
1972,ESP,2004-Q2,11.2
1973,ESP,2004-Q3,10.96667
1974,ESP,2004-Q4,10.53333
1975,ESP,2005-Q1,9.9
1976,ESP,2005-Q2,9.4
1977,ESP,2005-Q3,8.633333
1978,ESP,2005-Q4,8.7
1979,ESP,2006-Q1,8.733334
1980,ESP,2006-Q2,8.5
1981,ESP,2006-Q3,8.266666
1982,ESP,2006-Q4,8.266666
1983,ESP,2007-Q1,8.2
1984,ESP,2007-Q2,7.966667
1985,ESP,2007-Q3,8.233334
1986,ESP,2007-Q4,8.6
1987,ESP,2008-Q1,9.3
1988,ESP,2008-Q2,10.4
1989,ESP,2008-Q3,11.53333
1990,ESP,2008-Q4,13.833329999999998
1991,ESP,2009-Q1,16.73333
1992,ESP,2009-Q2,17.866670000000003
1993,ESP,2009-Q3,18.2
1994,ESP,2009-Q4,18.73333
1995,ESP,2010-Q1,19.33333
1996,ESP,2010-Q2,19.96667
1997,ESP,2010-Q3,20.0
1998,ESP,2010-Q4,20.2
1999,ESP,2011-Q1,20.5
2000,ESP,2011-Q2,20.76667
2001,ESP,2011-Q3,21.73333
2002,ESP,2011-Q4,22.633329999999997
2003,ESP,2012-Q1,23.53333
2004,ESP,2012-Q2,24.6
2005,ESP,2012-Q3,25.3
2006,ESP,2012-Q4,25.83333
2007,ESP,2013-Q1,26.23333
2008,ESP,2013-Q2,26.23333
2009,ESP,2013-Q3,26.2
2010,ESP,2013-Q4,25.76667
2011,ESP,2014-Q1,25.26667
2012,ESP,2014-Q2,24.6
2013,ESP,2014-Q3,24.2
2014,ESP,2014-Q4,23.76667
2015,ESP,2015-Q1,23.133329999999997
2016,ESP,2015-Q2,22.5
2017,ESP,2015-Q3,21.66667
2018,ESP,2015-Q4,20.96667
2019,ESP,2016-Q1,20.366670000000003
2020,ESP,2016-Q2,20.1
2021,ESP,2016-Q3,19.33333
2022,ESP,2016-Q4,18.7
2023,ESP,2017-Q1,18.16667
2024,ESP,2017-Q2,17.366670000000003
2025,ESP,2017-Q3,16.8
2026,ESP,2017-Q4,16.6
2027,ESP,2018-Q1,16.16667
2028,ESP,2018-Q2,15.433329999999998
2029,ESP,2018-Q3,14.9
2030,ESP,2018-Q4,14.5
2031,ESP,2019-Q1,14.233329999999999
2032,ESP,2019-Q2,14.2
2033,ESP,2019-Q3,14.233329999999999
2034,ESP,2019-Q4,13.833329999999998
2035,ESP,2020-Q1,13.96667
2036,ESP,2020-Q2,15.5
2037,SWE,2000-Q1,6.066667
2038,SWE,2000-Q2,5.766667
2039,SWE,2000-Q3,5.433333
2040,SWE,2000-Q4,5.1
2041,SWE,2001-Q1,5.9
2042,SWE,2001-Q2,5.7
2043,SWE,2001-Q3,5.8333330000000005
2044,SWE,2001-Q4,5.966667
2045,SWE,2002-Q1,5.8
2046,SWE,2002-Q2,5.8
2047,SWE,2002-Q3,6.066667
2048,SWE,2002-Q4,6.1666669999999995
2049,SWE,2003-Q1,6.233333
2050,SWE,2003-Q2,6.3333330000000005
2051,SWE,2003-Q3,6.633333
2052,SWE,2003-Q4,7.066667
2053,SWE,2004-Q1,7.3333330000000005
2054,SWE,2004-Q2,7.366667
2055,SWE,2004-Q3,7.433333
2056,SWE,2004-Q4,7.366667
2057,SWE,2005-Q1,7.366667
2058,SWE,2005-Q2,7.9
2059,SWE,2005-Q3,7.766667
2060,SWE,2005-Q4,7.633333
2061,SWE,2006-Q1,7.466667
2062,SWE,2006-Q2,7.3333330000000005
2063,SWE,2006-Q3,6.9
2064,SWE,2006-Q4,6.533333
2065,SWE,2007-Q1,6.433333
2066,SWE,2007-Q2,6.066667
2067,SWE,2007-Q3,5.966667
2068,SWE,2007-Q4,6.066667
2069,SWE,2008-Q1,5.866667
2070,SWE,2008-Q2,6.0
2071,SWE,2008-Q3,6.1666669999999995
2072,SWE,2008-Q4,6.7
2073,SWE,2009-Q1,7.433333
2074,SWE,2009-Q2,8.366667
2075,SWE,2009-Q3,8.666667
2076,SWE,2009-Q4,8.8
2077,SWE,2010-Q1,8.933333
2078,SWE,2010-Q2,8.766666
2079,SWE,2010-Q3,8.5
2080,SWE,2010-Q4,8.1
2081,SWE,2011-Q1,7.9
2082,SWE,2011-Q2,7.8
2083,SWE,2011-Q3,7.633333
2084,SWE,2011-Q4,7.766667
2085,SWE,2012-Q1,7.733333
2086,SWE,2012-Q2,7.866667
2087,SWE,2012-Q3,8.1
2088,SWE,2012-Q4,8.166667
2089,SWE,2013-Q1,8.066667
2090,SWE,2013-Q2,8.033334
2091,SWE,2013-Q3,8.0
2092,SWE,2013-Q4,7.966667
2093,SWE,2014-Q1,8.066667
2094,SWE,2014-Q2,7.933333
2095,SWE,2014-Q3,7.866667
2096,SWE,2014-Q4,7.8
2097,SWE,2015-Q1,7.733333
2098,SWE,2015-Q2,7.633333
2099,SWE,2015-Q3,7.1
2100,SWE,2015-Q4,7.1
2101,SWE,2016-Q1,7.133333
2102,SWE,2016-Q2,6.9
2103,SWE,2016-Q3,6.866667
2104,SWE,2016-Q4,6.866667
2105,SWE,2017-Q1,6.7
2106,SWE,2017-Q2,6.733333
2107,SWE,2017-Q3,6.7
2108,SWE,2017-Q4,6.533333
2109,SWE,2018-Q1,6.133333
2110,SWE,2018-Q2,6.3
2111,SWE,2018-Q3,6.4
2112,SWE,2018-Q4,6.4
2113,SWE,2019-Q1,6.733333
2114,SWE,2019-Q2,6.533333
2115,SWE,2019-Q3,6.966667
2116,SWE,2019-Q4,6.866667
2117,SWE,2020-Q1,7.2
2118,SWE,2020-Q2,8.533334
2119,CHE,2000-Q2,2.664994
2120,CHE,2001-Q2,2.490901
2121,CHE,2002-Q2,2.92339
2122,CHE,2003-Q2,4.1155550000000005
2123,CHE,2004-Q2,4.316408
2124,CHE,2005-Q2,4.436162
2125,CHE,2006-Q2,3.9998099999999996
2126,CHE,2007-Q2,3.650983
2127,CHE,2008-Q2,3.3505510000000003
2128,CHE,2009-Q2,4.115744
2129,CHE,2010-Q1,5.042059
2130,CHE,2010-Q2,4.9506120000000005
2131,CHE,2010-Q3,4.776166
2132,CHE,2010-Q4,4.444
2133,CHE,2011-Q1,4.381019
2134,CHE,2011-Q2,4.178884
2135,CHE,2011-Q3,4.461938
2136,CHE,2011-Q4,4.586876999999999
2137,CHE,2012-Q1,4.232762
2138,CHE,2012-Q2,4.32444
2139,CHE,2012-Q3,4.504085
2140,CHE,2012-Q4,4.874351
2141,CHE,2013-Q1,4.792919
2142,CHE,2013-Q2,4.822156
2143,CHE,2013-Q3,4.736925
2144,CHE,2013-Q4,4.636983
2145,CHE,2014-Q1,4.967164
2146,CHE,2014-Q2,4.974679
2147,CHE,2014-Q3,4.891374
2148,CHE,2014-Q4,4.477668
2149,CHE,2015-Q1,4.401793
2150,CHE,2015-Q2,4.727315
2151,CHE,2015-Q3,4.985295
2152,CHE,2015-Q4,5.085412
2153,CHE,2016-Q1,4.97717
2154,CHE,2016-Q2,4.934945
2155,CHE,2016-Q3,4.953367
2156,CHE,2016-Q4,4.806677
2157,CHE,2017-Q1,4.918076
2158,CHE,2017-Q2,4.694241000000001
2159,CHE,2017-Q3,4.834247
2160,CHE,2017-Q4,4.741162
2161,CHE,2018-Q1,4.8766050000000005
2162,CHE,2018-Q2,4.919204
2163,CHE,2018-Q3,4.271272
2164,CHE,2018-Q4,4.785225
2165,CHE,2019-Q1,4.624613
2166,CHE,2019-Q2,4.454711
2167,CHE,2019-Q3,4.426384
2168,CHE,2019-Q4,4.072736
2169,CHE,2020-Q1,4.208988
2170,CHE,2020-Q2,4.902433
2171,TUR,2005-Q1,9.233334
2172,TUR,2005-Q2,9.6
2173,TUR,2005-Q3,9.5
2174,TUR,2005-Q4,9.7
2175,TUR,2006-Q1,9.5
2176,TUR,2006-Q2,9.033334
2177,TUR,2006-Q3,8.933333
2178,TUR,2006-Q4,8.766666
2179,TUR,2007-Q1,8.9
2180,TUR,2007-Q2,9.2
2181,TUR,2007-Q3,9.2
2182,TUR,2007-Q4,9.4
2183,TUR,2008-Q1,9.4
2184,TUR,2008-Q2,9.333333
2185,TUR,2008-Q3,9.966666
2186,TUR,2008-Q4,11.36667
2187,TUR,2009-Q1,13.1
2188,TUR,2009-Q2,13.733329999999999
2189,TUR,2009-Q3,13.06667
2190,TUR,2009-Q4,12.23333
2191,TUR,2010-Q1,12.06667
2192,TUR,2010-Q2,11.2
2193,TUR,2010-Q3,10.86667
2194,TUR,2010-Q4,10.33333
2195,TUR,2011-Q1,9.666667
2196,TUR,2011-Q2,9.533334
2197,TUR,2011-Q3,8.8
2198,TUR,2011-Q4,8.466666
2199,TUR,2012-Q1,8.533334
2200,TUR,2012-Q2,8.266666
2201,TUR,2012-Q3,8.233334
2202,TUR,2012-Q4,8.6
2203,TUR,2013-Q1,8.866667
2204,TUR,2013-Q2,9.0
2205,TUR,2013-Q3,9.2
2206,TUR,2013-Q4,9.133333
2207,TUR,2014-Q1,9.266666
2208,TUR,2014-Q2,9.633333
2209,TUR,2014-Q3,10.3
2210,TUR,2014-Q4,10.5
2211,TUR,2015-Q1,10.3
2212,TUR,2015-Q2,10.3
2213,TUR,2015-Q3,10.23333
2214,TUR,2015-Q4,10.36667
2215,TUR,2016-Q1,9.966666
2216,TUR,2016-Q2,10.4
2217,TUR,2016-Q3,11.3
2218,TUR,2016-Q4,11.9
2219,TUR,2017-Q1,11.66667
2220,TUR,2017-Q2,11.06667
2221,TUR,2017-Q3,10.73333
2222,TUR,2017-Q4,10.16667
2223,TUR,2018-Q1,9.866667
2224,TUR,2018-Q2,10.6
2225,TUR,2018-Q3,11.26667
2226,TUR,2018-Q4,12.26667
2227,TUR,2019-Q1,13.6
2228,TUR,2019-Q2,13.866670000000001
2229,TUR,2019-Q3,14.066670000000002
2230,TUR,2019-Q4,13.3
2231,TUR,2020-Q1,12.7
2232,GBR,2000-Q1,5.6666669999999995
2233,GBR,2000-Q2,5.466667
2234,GBR,2000-Q3,5.266667
2235,GBR,2000-Q4,5.133333
2236,GBR,2001-Q1,4.966667
2237,GBR,2001-Q2,4.866667
2238,GBR,2001-Q3,5.033333
2239,GBR,2001-Q4,5.066667
2240,GBR,2002-Q1,5.1
2241,GBR,2002-Q2,5.133333
2242,GBR,2002-Q3,5.2
2243,GBR,2002-Q4,5.066667
2244,GBR,2003-Q1,5.066667
2245,GBR,2003-Q2,4.933333
2246,GBR,2003-Q3,4.966667
2247,GBR,2003-Q4,4.866667
2248,GBR,2004-Q1,4.7
2249,GBR,2004-Q2,4.7
2250,GBR,2004-Q3,4.6
2251,GBR,2004-Q4,4.7
2252,GBR,2005-Q1,4.633333
2253,GBR,2005-Q2,4.6666669999999995
2254,GBR,2005-Q3,4.7
2255,GBR,2005-Q4,5.1
2256,GBR,2006-Q1,5.2
2257,GBR,2006-Q2,5.4
2258,GBR,2006-Q3,5.4
2259,GBR,2006-Q4,5.4
2260,GBR,2007-Q1,5.5
2261,GBR,2007-Q2,5.3
2262,GBR,2007-Q3,5.266667
2263,GBR,2007-Q4,5.033333
2264,GBR,2008-Q1,5.133333
2265,GBR,2008-Q2,5.266667
2266,GBR,2008-Q3,5.8
2267,GBR,2008-Q4,6.3
2268,GBR,2009-Q1,7.033333
2269,GBR,2009-Q2,7.733333
2270,GBR,2009-Q3,7.766667
2271,GBR,2009-Q4,7.7
2272,GBR,2010-Q1,7.933333
2273,GBR,2010-Q2,7.8
2274,GBR,2010-Q3,7.633333
2275,GBR,2010-Q4,7.8333330000000005
2276,GBR,2011-Q1,7.733333
2277,GBR,2011-Q2,7.966667
2278,GBR,2011-Q3,8.2
2279,GBR,2011-Q4,8.366667
2280,GBR,2012-Q1,8.2
2281,GBR,2012-Q2,7.933333
2282,GBR,2012-Q3,7.733333
2283,GBR,2012-Q4,7.8
2284,GBR,2013-Q1,7.8
2285,GBR,2013-Q2,7.766667
2286,GBR,2013-Q3,7.533333
2287,GBR,2013-Q4,7.133333
2288,GBR,2014-Q1,6.7
2289,GBR,2014-Q2,6.266667
2290,GBR,2014-Q3,5.933333
2291,GBR,2014-Q4,5.6666669999999995
2292,GBR,2015-Q1,5.466667
2293,GBR,2015-Q2,5.566667
2294,GBR,2015-Q3,5.3
2295,GBR,2015-Q4,5.0
2296,GBR,2016-Q1,4.966667
2297,GBR,2016-Q2,4.9
2298,GBR,2016-Q3,4.766667
2299,GBR,2016-Q4,4.6666669999999995
2300,GBR,2017-Q1,4.533333
2301,GBR,2017-Q2,4.366667
2302,GBR,2017-Q3,4.233333
2303,GBR,2017-Q4,4.233333
2304,GBR,2018-Q1,4.2
2305,GBR,2018-Q2,3.9666669999999997
2306,GBR,2018-Q3,4.0
2307,GBR,2018-Q4,3.9
2308,GBR,2019-Q1,3.733333
2309,GBR,2019-Q2,3.766667
2310,GBR,2019-Q3,3.766667
2311,GBR,2019-Q4,3.7
2312,GBR,2020-Q1,3.8666669999999996
2313,USA,2000-Q1,4.033333
2314,USA,2000-Q2,3.933333
2315,USA,2000-Q3,4.0
2316,USA,2000-Q4,3.9
2317,USA,2001-Q1,4.233333
2318,USA,2001-Q2,4.4
2319,USA,2001-Q3,4.8333330000000005
2320,USA,2001-Q4,5.5
2321,USA,2002-Q1,5.7
2322,USA,2002-Q2,5.8333330000000005
2323,USA,2002-Q3,5.733333
2324,USA,2002-Q4,5.866667
2325,USA,2003-Q1,5.866667
2326,USA,2003-Q2,6.133333
2327,USA,2003-Q3,6.133333
2328,USA,2003-Q4,5.8333330000000005
2329,USA,2004-Q1,5.7
2330,USA,2004-Q2,5.6
2331,USA,2004-Q3,5.433333
2332,USA,2004-Q4,5.433333
2333,USA,2005-Q1,5.3
2334,USA,2005-Q2,5.1
2335,USA,2005-Q3,4.966667
2336,USA,2005-Q4,4.966667
2337,USA,2006-Q1,4.733333
2338,USA,2006-Q2,4.633333
2339,USA,2006-Q3,4.633333
2340,USA,2006-Q4,4.433333
2341,USA,2007-Q1,4.5
2342,USA,2007-Q2,4.5
2343,USA,2007-Q3,4.6666669999999995
2344,USA,2007-Q4,4.8
2345,USA,2008-Q1,5.0
2346,USA,2008-Q2,5.3333330000000005
2347,USA,2008-Q3,6.0
2348,USA,2008-Q4,6.866667
2349,USA,2009-Q1,8.266666
2350,USA,2009-Q2,9.3
2351,USA,2009-Q3,9.633333
2352,USA,2009-Q4,9.933333
2353,USA,2010-Q1,9.833333
2354,USA,2010-Q2,9.633333
2355,USA,2010-Q3,9.466666
2356,USA,2010-Q4,9.5
2357,USA,2011-Q1,9.033334
2358,USA,2011-Q2,9.066667
2359,USA,2011-Q3,9.0
2360,USA,2011-Q4,8.633333
2361,USA,2012-Q1,8.266666
2362,USA,2012-Q2,8.2
2363,USA,2012-Q3,8.033334
2364,USA,2012-Q4,7.8
2365,USA,2013-Q1,7.733333
2366,USA,2013-Q2,7.533333
2367,USA,2013-Q3,7.233333
2368,USA,2013-Q4,6.933333
2369,USA,2014-Q1,6.6666669999999995
2370,USA,2014-Q2,6.2
2371,USA,2014-Q3,6.066667
2372,USA,2014-Q4,5.7
2373,USA,2015-Q1,5.533333
2374,USA,2015-Q2,5.433333
2375,USA,2015-Q3,5.1
2376,USA,2015-Q4,5.033333
2377,USA,2016-Q1,4.933333
2378,USA,2016-Q2,4.9
2379,USA,2016-Q3,4.9
2380,USA,2016-Q4,4.766667
2381,USA,2017-Q1,4.566667
2382,USA,2017-Q2,4.366667
2383,USA,2017-Q3,4.3
2384,USA,2017-Q4,4.133333
2385,USA,2018-Q1,4.066667
2386,USA,2018-Q2,3.933333
2387,USA,2018-Q3,3.766667
2388,USA,2018-Q4,3.8
2389,USA,2019-Q1,3.8666669999999996
2390,USA,2019-Q2,3.6333330000000004
2391,USA,2019-Q3,3.6333330000000004
2392,USA,2019-Q4,3.5333330000000003
2393,USA,2020-Q1,3.833333
2394,USA,2020-Q2,13.03333
2395,CHL,2000-Q1,9.028514999999999
2396,CHL,2000-Q2,9.396316
2397,CHL,2000-Q3,10.509030000000001
2398,CHL,2000-Q4,9.729014
2399,CHL,2001-Q1,9.952691999999999
2400,CHL,2001-Q2,9.885633
2401,CHL,2001-Q3,10.09481
2402,CHL,2001-Q4,9.469355
2403,CHL,2002-Q1,10.01854
2404,CHL,2002-Q2,9.785223
2405,CHL,2002-Q3,9.867806
2406,CHL,2002-Q4,9.53472
2407,CHL,2003-Q1,9.575031
2408,CHL,2003-Q2,9.579971
2409,CHL,2003-Q3,9.71454
2410,CHL,2003-Q4,9.284056
2411,CHL,2004-Q1,9.524089
2412,CHL,2004-Q2,10.380289999999999
2413,CHL,2004-Q3,10.39517
2414,CHL,2004-Q4,9.745957
2415,CHL,2005-Q1,9.356760000000001
2416,CHL,2005-Q2,9.598732
2417,CHL,2005-Q3,9.25474
2418,CHL,2005-Q4,8.724255
2419,CHL,2006-Q1,8.577335
2420,CHL,2006-Q2,8.510394
2421,CHL,2006-Q3,7.496434
2422,CHL,2006-Q4,6.601682
2423,CHL,2007-Q1,6.866183
2424,CHL,2007-Q2,6.520125
2425,CHL,2007-Q3,7.295332000000001
2426,CHL,2007-Q4,7.863632000000001
2427,CHL,2008-Q1,7.647369
2428,CHL,2008-Q2,7.9783990000000005
2429,CHL,2008-Q3,7.4001399999999995
2430,CHL,2008-Q4,8.150007
2431,CHL,2009-Q1,9.328073
2432,CHL,2009-Q2,10.2477
2433,CHL,2009-Q3,9.792377
2434,CHL,2009-Q4,9.371829
2435,CHL,2010-Q1,9.305655
2436,CHL,2010-Q2,8.287371
2437,CHL,2010-Q3,7.798289
2438,CHL,2010-Q4,7.809674
2439,CHL,2011-Q1,7.576903999999999
2440,CHL,2011-Q2,6.917171000000001
2441,CHL,2011-Q3,7.339046000000001
2442,CHL,2011-Q4,7.356291000000001
2443,CHL,2012-Q1,6.793821
2444,CHL,2012-Q2,6.5137220000000005
2445,CHL,2012-Q3,6.354838
2446,CHL,2012-Q4,6.708956
2447,CHL,2013-Q1,6.424546
2448,CHL,2013-Q2,6.010748
2449,CHL,2013-Q3,5.657857
2450,CHL,2013-Q4,6.222957
2451,CHL,2014-Q1,6.5066180000000005
2452,CHL,2014-Q2,6.253968
2453,CHL,2014-Q3,6.534015
2454,CHL,2014-Q4,6.683999000000001
2455,CHL,2015-Q1,6.228532
2456,CHL,2015-Q2,6.411532
2457,CHL,2015-Q3,6.336882
2458,CHL,2015-Q4,6.333416000000001
2459,CHL,2016-Q1,6.494233
2460,CHL,2016-Q2,6.740672999999999
2461,CHL,2016-Q3,6.81693
2462,CHL,2016-Q4,6.686407000000001
2463,CHL,2017-Q1,7.0303119999999995
2464,CHL,2017-Q2,7.024539999999999
2465,CHL,2017-Q3,6.781283999999999
2466,CHL,2017-Q4,7.014597
2467,CHL,2018-Q1,7.343408999999999
2468,CHL,2018-Q2,7.232264999999999
2469,CHL,2018-Q3,7.2547559999999995
2470,CHL,2018-Q4,7.687413
2471,CHL,2019-Q1,7.214689999999999
2472,CHL,2019-Q2,6.980065
2473,CHL,2019-Q3,7.124771000000001
2474,CHL,2019-Q4,7.591836
2475,CHL,2020-Q1,8.186679
2476,CHL,2020-Q2,11.78222
2477,EST,2000-Q1,14.366670000000001
2478,EST,2000-Q2,14.133329999999999
2479,EST,2000-Q3,14.133329999999999
2480,EST,2000-Q4,14.266670000000001
2481,EST,2001-Q1,14.1
2482,EST,2001-Q2,13.566670000000002
2483,EST,2001-Q3,12.8
2484,EST,2001-Q4,11.66667
2485,EST,2002-Q1,11.46667
2486,EST,2002-Q2,10.8
2487,EST,2002-Q3,11.3
2488,EST,2002-Q4,11.73333
2489,EST,2003-Q1,11.23333
2490,EST,2003-Q2,10.96667
2491,EST,2003-Q3,9.9
2492,EST,2003-Q4,9.7
2493,EST,2004-Q1,10.1
2494,EST,2004-Q2,9.733334
2495,EST,2004-Q3,10.2
2496,EST,2004-Q4,9.766666
2497,EST,2005-Q1,9.033334
2498,EST,2005-Q2,8.066667
2499,EST,2005-Q3,7.7
2500,EST,2005-Q4,7.2
2501,EST,2006-Q1,6.366667
2502,EST,2006-Q2,6.2
2503,EST,2006-Q3,5.8
2504,EST,2006-Q4,5.433333
2505,EST,2007-Q1,5.0
2506,EST,2007-Q2,4.8333330000000005
2507,EST,2007-Q3,4.1
2508,EST,2007-Q4,4.033333
2509,EST,2008-Q1,4.3333330000000005
2510,EST,2008-Q2,4.233333
2511,EST,2008-Q3,6.3333330000000005
2512,EST,2008-Q4,8.0
2513,EST,2009-Q1,10.7
2514,EST,2009-Q2,12.8
2515,EST,2009-Q3,14.9
2516,EST,2009-Q4,16.23333
2517,EST,2010-Q1,18.26667
2518,EST,2010-Q2,17.96667
2519,EST,2010-Q3,16.066670000000002
2520,EST,2010-Q4,14.4
2521,EST,2011-Q1,13.733329999999999
2522,EST,2011-Q2,12.83333
2523,EST,2011-Q3,11.53333
2524,EST,2011-Q4,11.46667
2525,EST,2012-Q1,10.76667
2526,EST,2012-Q2,9.966666
2527,EST,2012-Q3,9.766666
2528,EST,2012-Q4,9.433333
2529,EST,2013-Q1,9.366667
2530,EST,2013-Q2,7.933333
2531,EST,2013-Q3,8.2
2532,EST,2013-Q4,8.8
2533,EST,2014-Q1,8.166667
2534,EST,2014-Q2,7.133333
2535,EST,2014-Q3,7.6
2536,EST,2014-Q4,6.6666669999999995
2537,EST,2015-Q1,6.4
2538,EST,2015-Q2,6.4
2539,EST,2015-Q3,5.533333
2540,EST,2015-Q4,6.433333
2541,EST,2016-Q1,6.366667
2542,EST,2016-Q2,6.466667
2543,EST,2016-Q3,7.366667
2544,EST,2016-Q4,6.866667
2545,EST,2017-Q1,5.5
2546,EST,2017-Q2,6.5
2547,EST,2017-Q3,5.733333
2548,EST,2017-Q4,5.466667
2549,EST,2018-Q1,6.233333
2550,EST,2018-Q2,5.033333
2551,EST,2018-Q3,5.466667
2552,EST,2018-Q4,4.6666669999999995
2553,EST,2019-Q1,4.2
2554,EST,2019-Q2,4.866667
2555,EST,2019-Q3,4.2
2556,EST,2019-Q4,4.266667
2557,EST,2020-Q1,4.733333
2558,EST,2020-Q2,7.0
2559,ISR,2000-Q1,8.583014
2560,ISR,2000-Q2,8.730902
2561,ISR,2000-Q3,8.886909
2562,ISR,2000-Q4,8.840213
2563,ISR,2001-Q1,8.610055000000001
2564,ISR,2001-Q2,8.88157
2565,ISR,2001-Q3,9.515460000000001
2566,ISR,2001-Q4,10.1992
2567,ISR,2002-Q1,10.36528
2568,ISR,2002-Q2,10.33716
2569,ISR,2002-Q3,10.27996
2570,ISR,2002-Q4,10.14563
2571,ISR,2003-Q1,10.653030000000001
2572,ISR,2003-Q2,10.32521
2573,ISR,2003-Q3,10.82036
2574,ISR,2003-Q4,10.8832
2575,ISR,2004-Q1,10.9159
2576,ISR,2004-Q2,10.44074
2577,ISR,2004-Q3,10.12025
2578,ISR,2004-Q4,9.746686
2579,ISR,2005-Q1,9.399911
2580,ISR,2005-Q2,9.02829
2581,ISR,2005-Q3,8.807969
2582,ISR,2005-Q4,8.952209
2583,ISR,2006-Q1,8.693213
2584,ISR,2006-Q2,8.640979
2585,ISR,2006-Q3,8.334103
2586,ISR,2006-Q4,7.8227660000000006
2587,ISR,2007-Q1,7.663089
2588,ISR,2007-Q2,7.552183
2589,ISR,2007-Q3,7.181744999999999
2590,ISR,2007-Q4,6.713046
2591,ISR,2008-Q1,6.197748000000001
2592,ISR,2008-Q2,5.995101
2593,ISR,2008-Q3,5.965548
2594,ISR,2008-Q4,6.399819
2595,ISR,2009-Q1,7.469288000000001
2596,ISR,2009-Q2,7.922165
2597,ISR,2009-Q3,7.67085
2598,ISR,2009-Q4,7.204072
2599,ISR,2010-Q1,6.863624000000001
2600,ISR,2010-Q2,6.548932
2601,ISR,2010-Q3,6.644067999999999
2602,ISR,2010-Q4,6.461596
2603,ISR,2011-Q1,5.953878
2604,ISR,2011-Q2,5.463726
2605,ISR,2011-Q3,5.6
2606,ISR,2011-Q4,5.4
2607,ISR,2012-Q1,7.111345
2608,ISR,2012-Q2,6.859685000000001
2609,ISR,2012-Q3,6.711063
2610,ISR,2012-Q4,6.876218
2611,ISR,2013-Q1,6.784074
2612,ISR,2013-Q2,6.541099
2613,ISR,2013-Q3,5.902714
2614,ISR,2013-Q4,5.737779
2615,ISR,2014-Q1,5.807768
2616,ISR,2014-Q2,5.956722
2617,ISR,2014-Q3,6.063034
2618,ISR,2014-Q4,5.691289
2619,ISR,2015-Q1,5.450537000000001
2620,ISR,2015-Q2,5.121045
2621,ISR,2015-Q3,5.223685
2622,ISR,2015-Q4,5.247921
2623,ISR,2016-Q1,5.193948000000001
2624,ISR,2016-Q2,4.823427
2625,ISR,2016-Q3,4.747488
2626,ISR,2016-Q4,4.484141
2627,ISR,2017-Q1,4.456233999999999
2628,ISR,2017-Q2,4.381419999999999
2629,ISR,2017-Q3,4.006787999999999
2630,ISR,2017-Q4,4.050237999999999
2631,ISR,2018-Q1,3.8061339999999997
2632,ISR,2018-Q2,3.969825
2633,ISR,2018-Q3,4.098106
2634,ISR,2018-Q4,4.095922
2635,ISR,2019-Q1,4.102148000000001
2636,ISR,2019-Q2,3.856988
2637,ISR,2019-Q3,3.6014470000000003
2638,ISR,2019-Q4,3.672389
2639,ISR,2020-Q1,3.548344
2640,ISR,2020-Q2,4.166964
2641,SVN,2000-Q1,6.8
2642,SVN,2000-Q2,7.1666669999999995
2643,SVN,2000-Q3,6.8
2644,SVN,2000-Q4,6.233333
2645,SVN,2001-Q1,6.066667
2646,SVN,2001-Q2,5.933333
2647,SVN,2001-Q3,6.066667
2648,SVN,2001-Q4,6.7
2649,SVN,2002-Q1,6.566667
2650,SVN,2002-Q2,6.233333
2651,SVN,2002-Q3,6.233333
2652,SVN,2002-Q4,6.3333330000000005
2653,SVN,2003-Q1,6.6666669999999995
2654,SVN,2003-Q2,6.8
2655,SVN,2003-Q3,6.8
2656,SVN,2003-Q4,6.533333
2657,SVN,2004-Q1,6.5
2658,SVN,2004-Q2,6.3333330000000005
2659,SVN,2004-Q3,6.1666669999999995
2660,SVN,2004-Q4,6.3
2661,SVN,2005-Q1,6.433333
2662,SVN,2005-Q2,6.033333
2663,SVN,2005-Q3,6.566667
2664,SVN,2005-Q4,7.1
2665,SVN,2006-Q1,6.533333
2666,SVN,2006-Q2,6.1666669999999995
